,text,intent
498,is there a flight from charlotte to newark on tuesday evening,Flight.
499,what is airline us,Airline.
500,what 's the lowest round trip fare from dallas to atlanta,Airfare.
501,find me the earliest flight from boston to atlanta on any day of the week,Flight.
502,display all flights from boston to baltimore on july thirty first,Flight.
503,economy fares new york to miami round trip,Airfare.
504,i need to fly from boston to denver on to san francisco and back,Flight.
505,i wish to book a flight from pittsburgh to atlanta coach discount fare,Flight.
506,show me flights to dallas from san francisco and atlanta and pittsburgh,Flight.
507,tell me distance from orlando airport to the city,Distance.
508,hi i need to get a flight from memphis to salt lake city departing before 10 am,Flight.
509,what is the cheapest fare i can get from dallas to denver,Airfare.
510,i would like a flight from philadelphia to dallas arrive dallas about 12 noon,Flight.
511,us air next wednesday from cleveland to miami,Flight.
512,could you please find me the cheapest one way fare from boston to philadelphia,Airfare.
513,i 'd like a flight from detroit to st. petersburg for tuesday,Flight.
514,return from miami to new york on tower air on saturdays,Flight.
515,show me ground transportation in san francisco,Ground Service.
516,please give me the earliest flight tomorrow from st. petersburg to milwaukee,Flight.
517,i need ground transportation in dallas please show me what 's available,Ground Service.
518,what 's fare code yn,Abbreviation.
519,the cheapest flights from atlanta to philadelphia that arrive after 12 pm on a tuesday,Flight.
520,is there an early morning delta airlines flight between boston and washington,Flight.
521,what flights from orlando to tacoma on saturday,Flight.
522,show me all flights both direct and connecting from dallas fort worth to either san francisco or oakland that depart after 7 pm,Flight.
523,give me flights from chicago to seattle on saturday morning,Flight.
524,okay tell me what the earliest flight is that leaves between atlanta and denver,Flight.
525,i want a flight from toronto to montreal that leaves early friday morning,Flight.
526,what first class flights are available from denver to baltimore on july twenty fifth 1991,Flight.
527,show me the airlines from love field,Airline.
528,what 's the cheapest one way ticket from baltimore to atlanta,Airfare.
529,a first class flight on american to san francisco on tuesday in the next week,Flight.
530,what airlines fly between boston and san francisco and stop in denver,Airline.
531,what 're the flights from new york city to las vegas that arrive on a sunday,Flight.
532,flights on friday from newark to tampa,Flight.
533,flights from san francisco august one,Flight.
534,how many stops on continental 1765 from boston to san francisco,Quantity.
535,on flight us air 2153 from san francisco to baltimore what time and what city does the plane stop in between,Flight.
536,i need a flight from st. petersburg to charlotte which will get me into charlotte by 5 pm or as soon thereafter as possible,Flight.
537,i want a one way ticket from dallas to baltimore,Airfare.
538,find me the latest flight leaving atlanta august seventh and arriving in denver,Flight.
539,what 's the lowest one way fare from pittsburgh to denver,Airfare.
540,show me flights from los angeles to pittsburgh on monday evening,Flight.
541,show me the flights from san francisco to washington dc,Flight.
542,show me flights from pittsburgh to philadelphia,Flight.
543,show me the shortest flight from boston to denver which arrives in denver wednesday before noon,Flight.
544,what are the flights from orlando to kansas city,Flight.
545,show me flights from san francisco to boston on thursday,Flight.
546,sunday flights from new york city to las vegas,Flight.
547,i need a flight from pittsburgh to new york leaving at 5 pm,Flight.
548,what 's the smallest plane that flies from pittsburgh to baltimore on eight sixteen,Aircraft.
549,give me the flights on december twenty seventh with the fares from indianapolis to orlando,Flight.
550,show me all the us air flights leaving pittsburgh between 12 and 4 in the afternoon,Flight.
551,i want a cheap from denver to atlanta,Flight.
552,show all flights from miami to jfk,Flight.
553,show me all flights from san francisco to pittsburgh on a monday,Flight.
554,show me the earliest flight from boston to denver,Flight.
555,i need a united airlines flight from denver to baltimore on saturday,Flight.
556,what are the cheapest one way flights from denver to atlanta,Flight.
557,all flights from boston to washington dc after 5 pm on november eleventh economy class,Flight.
558,is there ground transportation in oakland,Ground Service.
559,list united flights from denver to san francisco on wednesdays,Flight.
560,what is the cheapest way to fly from denver to oakland,Flight.
561,philadelphia to san francisco with one stop in dallas please,Flight.
562,i would like to fly us air from orlando to cleveland in the late evening what do you have available,Flight.
563,what does restriction ap 57 mean,Abbreviation.
564,what are the latest flights that i can take from baltimore to boston,Flight.
565,list flights from philadelphia to san francisco via dallas,Flight.
566,how much does the american airlines flight 71 from dallas to san francisco cost,Airfare.
567,all flights from boston to philadelphia which show up on tuesday afternoon,Flight.
568,show me flights from new york to miami on a tuesday with a round trip fare less than 466 dollars,Flight.
569,nonstop flights from seattle to denver,Flight.
570,give me the flights and fares on december twenty seventh from indianapolis to orlando,Flight+airfare.
571,what flights are available wednesday afternoon from denver to san francisco,Flight.
572,what are the flights from tacoma to san jose also on tuesday the eighteenth of may,Flight.
573,what 's the ground transportation like at pittsburgh,Ground Service.
574,list daily flights from boston to oakland using united airlines,Flight.
575,in the next two days i want to fly from nashville to san jose or to tacoma,Flight.
576,how many flights does each airline have with business class service,Quantity.
577,what flights from st. paul to kansas city on friday with supper served,Flight.
578,show flights from san francisco to denver on either wednesday the twenty third or thursday the twenty fourth,Flight.
579,what are the flights available between 10 am and 3 pm between pittsburgh and fort worth,Flight.
580,list all flights from memphis to seattle,Flight.
