,utterance,intent
657,should I bring an umbrella?,Get Weather.
658,what is the forecast for this weekend,Get Weather.
659,Is it cloudy today?,Get Weather.
660,how likely is it to rain today,Get Weather.
661,Will it be sunny tomorrow?,Get Weather.
662,Will it be windy tomorrow?,Get Weather.
663,Will it be cold tomorrow?,Get Weather.
664,Are there going to be clouds today?,Get Weather.
665,Is it going to be sunny tomorrow?,Get Weather.
666,Do I need to bring an umbrella?,Get Weather.
667,is it snowing in norway?,Get Weather.
668,Will sandals be appropriate for today's weather?,Get Weather.
669,will i need an umbrella today,Get Weather.
670,is today hotter than yesterday,Get Weather.
671,Will I need my rain jacket tomorrow?,Get Weather.
672,Is it windy today?,Get Weather.
673,What will the temperature be midday today?,Get Weather.
674,what is the weather for mccandless this evening,Get Weather.
675,is it cold in dublin?,Get Weather.
676,Will I need an umbrella?,Get Weather.
677,Las Vegas weekend weather,Get Weather.
678,What is the weather in Flagstaff at noon?,Get Weather.
679,Will it be cloudy tomorrow?,Get Weather.
680,is it going to rain wednesday,Get Weather.
681,when will it rain today,Get Weather.
682,What is the high going to be today?,Get Weather.
683,How cold is it going to be tonight?,Get Weather.
684,is there rain in the forecast,Get Weather.
685,do you have any idea how is the weather in NYC for the weekend?,Get Weather.
686,Is it windy in Dubai?,Get Weather.
687,How hot will it be?,Get Weather.
688,What will the weather be like on my birthday?,Get Weather.
689,will it snow,Get Weather.
690,Will it rain into the night?,Get Weather.
691,will it rain today?,Get Weather.
692,How cold today?,Get Weather.
693,"is it snowing in hanover, maryland",Get Weather.
694,Any hurricanes forming in the Atlantic?,Get Weather.
695,What's the high temperature of next week?,Get Weather.
696,When will it get past 80 degrees today?,Get Weather.
697,Is today a good beach day?,Get Weather.
698,what's the weather in Lexington Ky today,Get Weather.
699,What will the weather be like at 5:00 in the morning?,Get Weather.
700,let me see weather for seven days,Get Weather.
701,What is the weather like on Wednesday,Get Weather.
702,Is there a tornado warning?,Get Weather.
703,Should I take a jacket with me,Get Weather.
704,How high is the chance of rain today?,Get Weather.
705,What does the weather look like for Friday?,Get Weather.
706,What's the weather this week?,Get Weather.
707,do i need a raincoat today,Get Weather.
708,Should I bring an umbrella,Get Weather.
709,Is it going to rain in 2 days,Get Weather.
710,What time is it going to start raining in Draper today?,Get Weather.
711,what is the weather going to be for the month of august,Get Weather.
712,weather in Jamaica today,Get Weather.
713,Let me know if it's going to rain this week.,Get Weather.
714,Is there any tornado warnings for Huntington county?,Get Weather.
715,what is the percentage of precipitation for tomorrow,Get Weather.
716,What temperature is it outside?,Get Weather.
717,What's the temperature in South Carolina right now?,Get Weather.
718,What is the UV index today?,Get Weather.
719,Is it supposed to rain tomorrow?,Get Weather.
720,When will it stop raining?,Get Weather.
721,What's the expected high today,Get Weather.
722,when is sunset?,Get Sunset.
723,is their any rain in next week's forecast?,Get Weather.
724,do i need a jacket today,Get Weather.
725,will it rain tomorrow,Get Weather.
726,Will it be cold today?,Get Weather.
727,What's the low temperature for today?,Get Weather.
728,"What is the weather in Destin, Florida?",Get Weather.
729,Is it supposed to be cold today?,Get Weather.
730,Will I need a jacket tomorrow,Get Weather.
731,tell me about the weather from morning to evening for today please,Get Weather.
732,how much precipitation tomorrow/,Get Weather.
733,Do I need an umbrella today?,Get Weather.
734,Should I bring an umbrella today?,Get Weather.
735,Whats the weather going to be for this weekend?,Get Weather.
736,Should I take an umbrella to work today?,Get Weather.
737,Is the rain heavy?,Get Weather.
738,"What is the temperature in Somers, CT",Get Weather.
739,Is the hurricane coming over here?,Get Weather.
740,how is the weather looking,Get Weather.
741,What will the temperature be at noon?,Get Weather.
742,Is there a chance of rain?,Get Weather.
743,Update me on the weather,Get Weather.
744,What's the low temperature in Seattle today?,Get Weather.
745,Is it going to be a nice day today,Get Weather.
746,"Do I need a jacket in Charlotte, NC today?",Get Weather.
747,Is it cloudy out?,Get Weather.
748,7 day forecast for Chicago,Get Weather.
749,Will there be showers today?,Get Weather.
750,Will it be hot friday,Get Weather.
751,What was the lowest temperature today?,Get Weather.
752,Weather forecast for the next five days,Get Weather.
753,what is the weather for tomorrow here,Get Weather.
754,How much snow is expected today,Get Weather.
755,what is the weather in Menlo Park at 10am?,Get Weather.
756,whats the chances for a tornado,Get Weather.
757,What time will the rain start and stop today,Get Weather.
758,Are we expecting snow,Get Weather.
759,will it rain on my way home?,Get Weather.
760,"Will it be raining in Bangor, ME next weekend?",Get Weather.
761,Will it be hot today?,Get Weather.
762,What is the weather in Edison at 10 am?,Get Weather.
763,What is the low this weekend?,Get Weather.
764,Is it going to rain today?,Get Weather.
765,what will the weather be like tomorrow in Atlantic City,Get Weather.
766,Should I bring a coat,Get Weather.
767,what is next week's predicted forecast?,Get Weather.
768,show me hourly temperature for today,Get Weather.
769,what is the weather for today,Get Weather.
770,How bad is the wind going to be?,Get Weather.
771,Are there any sunny days this week?,Get Weather.
772,Should I bring water?What is this weeks forecast?,Get Weather.
773,How many inches of rain are we getting today?,Get Weather.
774,Will there be ice on the roads tonight?,Get Weather.
775,What is the weather like in Seattle?,Get Weather.
776,what is the low temperature today,Get Weather.
777,Will it rain this weekend?,Get Weather.
778,How many inches of snow did Vail get today?,Get Weather.
779,What is the cloud coverage  tomorrow,Get Weather.
780,What is current weather in Paris?,Get Weather.
781,What will the low temperature be?,Get Weather.
782,will it snow this afternoon,Get Weather.
783,Do I need to water the garden today,Get Weather.
784,Will this be a dry summer?,Get Weather.
785,Will it be sunny today?,Get Weather.
786,What is the weather going to be this weekend?,Get Weather.
787,When is the next scheduled rain coming,Get Weather.
788,Are storms on the horizon this week?,Get Weather.
789,"I'm travelling to London, will I need an umbrella?",Get Weather.
790,is it snowing in Pennsylvania?,Get Weather.
791,"Tell me what the weather is like in Daphne, AL tomorrow, please.",Get Weather.
792,Will it rain next week?,Get Weather.
793,Is there a thunderstorm expected later?,Get Weather.
794,Will be getting the storm today?,Get Weather.
795,What is the weather in Japan like during this time of year?,Get Weather.
796,When will it rain this week?,Get Weather.
797,what time will it start raining,Get Weather.
798,is waikiki getting rain tomorrow,Get Weather.
799,Is it overcast today?,Get Weather.
800,What is the chance of rain today?,Get Weather.
801,What is the humidity today?,Get Weather.
802,it looks like rain. should i bring an umbrella?,Get Weather.
803,Can I get the weather forecast for the next two weeks?,Get Weather.
804,What will the weather be like next Friday?,Get Weather.
805,should I bring a jacket to NY this weekend,Get Weather.
806,Will it rain in the Sahara?,Get Weather.
807,"Should a bring an umbrella to Austin, TX this weekend?",Get Weather.
808,Is it going to rain today?,Get Weather.
809,Weather in southwest VA next week?,Get Weather.
810,What is the temperature right  now?,Get Weather.
811,What is the temperature in Michigan,Get Weather.
812,Is it too hot to wear long sleeves,Get Weather.
813,Should I bring shorts,Get Weather.
814,do i need to wear long pants,Get Weather.
815,is it going to be hot in Portland this week?,Get Weather.
816,How low is the temperature today?,Get Weather.
817,"What is the weather next week in Grant, MI.",Get Weather.
818,is it going to snow this weekend?,Get Weather.
819,What time will it be when it is the hottest temperature today,Get Weather.
820,Is it going to snow,Get Weather.
821,do I  need to wear rain boots today,Get Weather.
822,Today's weather,Get Weather.
823,when is sunrise today?,Get Sunrise.
824,How humid is it today?,Get Weather.
825,What's the forecast for next Monday?,Get Weather.
826,Is the tomorrow sunny day?,Get Weather.
827,Is it hot outside?,Get Weather.
828,What will the low temperature be tonight?,Get Weather.
829,How cold will it be tonight?,Get Weather.
830,What's the temperature high for the day?,Get Weather.
831,do I need a coat today,Get Weather.
832,what will the temperature be in mexico on tuesday,Get Weather.
833,when is the sun setting tonight,Get Sunset.
834,Current weather in san antonio,Get Weather.
835,What's the weather like today?,Get Weather.
836,When is the next severe weather outbreak anticipated?,Get Weather.
837,Do I need to bring a jacket today?,Get Weather.
838,What is the high temperature for today?,Get Weather.
839,Is it going to rain?,Get Weather.
840,Does Hennepin County have a severe weather warning right now?,Get Weather.
841,What's the weather look like today?,Get Weather.
842,When will the next sunny day be here?,Get Weather.
843,is it going to rain friday,Get Weather.
844,What's the temp in ny,Get Weather.
845,is it hot out,Get Weather.
846,should i carry rain coat today?,Get Weather.
847,Is there rain expected on Tuesday?,Get Weather.
848,"How much rain is expected in Charlotte, NC today?",Get Weather.
849,How cold will it get tonight in the Great Smokey Mountains,Get Weather.
850,Is there a thunderstorm on its way to my house now?,Get Weather.
851,Will I need an umbrella today?,Get Weather.
852,Is there a tornado watch in Alabama?,Get Weather.
853,Is it going to be cloudy?,Get Weather.
854,Do you expect rain later today?,Get Weather.
855,What's the high next Monday?,Get Weather.
856,When will it get sunny today?,Get Weather.
857,how's today look for the beach?,Get Weather.
858,Is it cold Outside?,Get Weather.
859,IS THERE RAIN IN THE 5 DAY FORECAST?,Get Weather.
860,What's the current weather in Singapore?,Get Weather.
861,Do I need to bring an umbrella today?,Get Weather.
862,How cold should I expect it to be today?,Get Weather.
863,will it be sunny today,Get Weather.
864,Will there be a frost tonight?,Get Weather.
865,What day is rain this week?,Get Weather.
866,Is it going to rain anytime today?,Get Weather.
867,what is the forecast for next week,Get Weather.
868,What is the high for today?,Get Weather.
869,What will the temperature be tomorrow?,Get Weather.
870,Is it going to snow this Winter?,Get Weather.
871,What will the temperature be in Austin at 3pm?,Get Weather.
872,Are there any weather warnings?,Get Weather.
873,How many inches of rain is there supposed to be tomorrow?,Get Weather.
874,What is the heat index in Arizona this week,Get Weather.
